Região,Temperatura,Umidade,Tipo de Solo,Inclinação,Chuva,Vibração,Risco,Nivel de Risco
B,33.59411394251944,71.55738378395581,Argiloso,Moderada,Sem chuva,0.8124774500931179,3.712988620611117,Médio
B,26.315593935064673,40.63565894116771,Argiloso,Forte,Chovendo,0.464446145666645,3.5300063761260576,Médio
C,24.91935557249071,46.80354298686687,Arenoso,Leve,Sem chuva,0.7570102095903576,0.9617765905951834,Baixo
A,28.60249248207977,53.723955941852154,Argiloso,Moderada,Chovendo,0.49315719857241813,4.395304694292834,Médio
C,25.654769091178792,49.21528888168778,Argiloso,Moderada,Sem chuva,0.35968060854545975,0.25025847069694146,Baixo
A,29.663118578045218,64.58292046424222,Argiloso,Leve,Chovendo,0.07155485977801716,4.309343521232843,Médio
C,23.811328912315197,61.02965467176323,Rochoso,Moderada,Chovendo,0.899718400707167,5.275141597479605,Médio
C,23.004776796497243,78.90318297997004,Arenoso,Forte,Sem chuva,0.7663129553915112,6.034648261301341,Alto
D,28.559282449597283,72.79155871440625,Argiloso,Moderada,Sem chuva,0.4724656577218146,3.3834139107529975,Médio
A,26.34635444754298,43.404958502099575,Rochoso,Leve,Sem chuva,0.33614987143462904,0.18913862343640367,Baixo
A,38.36165171061467,59.74047586040888,Argiloso,Moderada,Chovendo,0.30889991123562793,5.176392035642082,Médio
B,21.315844207428526,52.845995298608656,Argiloso,Moderada,Chovendo,0.4729198842937131,4.0260495022432865,Médio
D,24.84227425306332,71.50347898963334,Argiloso,Moderada,Chovendo,0.38967260878330334,6.688477933528537,Alto
A,27.749247175973373,63.494509407421646,Arenoso,Forte,Chovendo,0.4735233508905798,6.972522126299498,Alto
D,32.50091150774538,45.70142637248083,Argiloso,Leve,Chovendo,1.2144481488817491,4.02485647103676,Médio
C,30.60468264333219,40.69043544492105,Argiloso,Forte,Chovendo,0.32119603665638613,2.802781106636209,Baixo
B,26.467381198968017,72.24154832506895,Argiloso,Leve,Chovendo,1.1950794610323665,6.88227715450576,Alto
D,26.535599148147917,79.65061443433612,Argiloso,Forte,Chovendo,0.5654166020268286,7.407665075715163,Alto
A,17.673835031794816,40.01727887398743,Rochoso,Forte,Chovendo,0.7880787885068877,2.6800941445374327,Baixo
A,26.443908085642107,68.10266847786048,Argiloso,Leve,Sem chuva,0.1660822188321313,2.361408242257567,Baixo
B,31.192176316250773,51.75983772205787,Argiloso,Forte,Chovendo,0.6615770567558371,5.04240246427558,Médio
A,36.780589591418135,77.27640645339085,Argiloso,Forte,Sem chuva,0.43597903615978256,5.16562068647582,Médio
C,21.249040603266394,46.6620432943659,Argiloso,Forte,Sem chuva,0.40215627522254493,0.0,Baixo
D,24.489678461084655,69.58423637424549,Arenoso,Moderada,Sem chuva,0.27983612903553584,2.393448503143771,Baixo
B,26.560561680967226,50.56183442756527,Argiloso,Leve,Sem chuva,0.47838900419085306,1.325748235357647,Baixo
B,34.66106319729638,42.06336161645901,Rochoso,Leve,Chovendo,0.9347081295995743,2.357866229144167,Baixo
C,28.101679233923033,50.89985409986528,Argiloso,Moderada,Sem chuva,0.5253876784952175,1.0879123650487117,Baixo
B,19.473000855259162,45.93183686933144,Rochoso,Leve,Sem chuva,0.5030215813601441,1.061161148501534,Baixo
A,27.0522270647172,40.20711936047172,Rochoso,Forte,Chovendo,0.7490559627492909,2.7028840432872743,Baixo
B,32.560554478649834,45.6573122701665,Argiloso,Leve,Sem chuva,0.3289049681954288,0.07735997146854084,Baixo
D,24.1812556267995,42.52811349074319,Rochoso,Leve,Chovendo,0.7582496410768814,2.3236562082134204,Baixo
A,26.504994005946966,46.9398947297251,Rochoso,Moderada,Sem chuva,0.6844135664066903,0.48941261579618334,Baixo
D,32.50477559328167,51.85727894783997,Argiloso,Forte,Chovendo,0.3465814302297795,4.978601648888259,Médio
B,32.17479164208542,63.82971646341916,Arenoso,Leve,Sem chuva,0.5689067168453403,2.5861263206228555,Baixo
A,27.478711676317793,69.91815832283521,Argiloso,Moderada,Sem chuva,0.42173206766701743,2.9724745139629456,Baixo
D,32.28591835033398,78.49704756640153,Argiloso,Leve,Chovendo,1.3034770428829745,7.564651191962101,Alto
C,24.717013421791517,79.89252739943579,Rochoso,Forte,Chovendo,0.5694536994164959,7.128097379715034,Alto
C,19.16676400519801,64.53431913799795,Rochoso,Moderada,Sem chuva,0.6860855662939896,2.206465175981103,Baixo
D,23.562151258020236,64.11265127557598,Rochoso,Leve,Chovendo,0.3772304071269821,5.008593774933561,Médio
C,25.487878256346917,70.92634168685856,Argiloso,Leve,Sem chuva,0.5363023608561692,3.6902892641303167,Médio
B,28.028412244523338,72.81937491666793,Argiloso,Leve,Sem chuva,0.4906234837259111,4.057699912052769,Médio
B,29.61928674825805,47.80648823170876,Arenoso,Moderada,Sem chuva,0.4890656801565406,0.68640205082461,Baixo
A,22.81428775617805,49.79867351241303,Argiloso,Moderada,Chovendo,0.2602474848806553,3.2489068590177994,Baixo
A,26.53560315848617,69.79620176116262,Arenoso,Moderada,Chovendo,0.6318076674870229,6.886431288755528,Alto
A,29.668578837143325,43.73284885314236,Rochoso,Moderada,Chovendo,0.1496327153566906,1.8357916369947782,Baixo
A,28.92664891078286,71.6828362527759,Rochoso,Leve,Sem chuva,0.7955247176179924,2.6234660022395353,Baixo
D,31.337890897424685,71.27631824583474,Argiloso,Moderada,Sem chuva,0.30086204427373237,2.8320262140334176,Baixo
D,26.406430171757634,65.95409836347605,Argiloso,Moderada,Chovendo,0.6633526205787038,6.378392315221726,Alto
B,29.335722312314115,65.47947924700468,Argiloso,Leve,Sem chuva,0.6696818175838777,3.112505157430218,Baixo
C,31.6034528062597,43.66394909287902,Arenoso,Leve,Chovendo,0.5096022047704069,3.3232083283083758,Baixo
B,23.200340428533266,40.617581859257655,Rochoso,Leve,Sem chuva,0.5606251165397116,0.0,Baixo
A,35.019786005166445,64.55232820464792,Argiloso,Forte,Sem chuva,0.5782764857097347,4.09937118463769,Médio
B,30.86808421509714,56.15781237097525,Arenoso,Leve,Sem chuva,0.7126829380428773,1.7696070547354399,Baixo
B,26.9127776949588,47.07478416065989,Arenoso,Moderada,Sem chuva,0.30648477731001034,0.0,Baixo
D,20.059848247726485,63.952164859930875,Arenoso,Moderada,Sem chuva,0.4195948713009203,2.2082897463980484,Baixo
C,28.008933353723958,49.579927437815016,Argiloso,Moderada,Sem chuva,0.5877056695048551,0.7064281066093642,Baixo
B,24.024634140705633,47.383507798593406,Argiloso,Forte,Sem chuva,0.4977291137659472,0.7276095027411902,Baixo
C,31.61712295209651,58.14794681302196,Arenoso,Forte,Chovendo,0.4908838004371319,6.059603123690885,Alto
B,28.171634414983885,59.31584145079364,Arenoso,Leve,Chovendo,0.4993920914227373,5.197306831068745,Médio
B,31.591511524691114,74.86749692780889,Arenoso,Moderada,Sem chuva,0.43753045302493215,4.836011739463646,Médio
A,25.522234786762603,68.16006296421196,Rochoso,Moderada,Sem chuva,0.2810553163628827,2.343434783105978,Baixo
B,29.89883445075148,78.13762249223743,Arenoso,Forte,Chovendo,0.5694830680466304,9.282101113846528,Alto
B,24.582055412052245,76.50844737129943,Arenoso,Moderada,Sem chuva,0.4944550500968998,4.718413020891122,Médio
D,22.668042058356537,63.657809573969075,Arenoso,Moderada,Sem chuva,0.5778391101790781,2.6546359046760313,Baixo
C,22.8285226107805,76.47800934960773,Arenoso,Moderada,Sem chuva,0.1368812957656931,3.8029360258341383,Médio
A,24.53054472845109,69.6824723488865,Arenoso,Moderada,Sem chuva,0.7354362569795209,4.208814279866348,Médio
B,21.04493753457002,53.05344679900384,Arenoso,Leve,Sem chuva,0.415769260179065,0.8760479269031072,Baixo
B,21.24600384992584,61.08843151416837,Argiloso,Moderada,Chovendo,0.2550718737022981,4.51502855263416,Médio
C,24.49141613843035,70.59177103726724,Arenoso,Moderada,Sem chuva,0.46755966112843667,4.260269973281325,Médio
C,29.531985863057287,45.190534059337416,Arenoso,Forte,Sem chuva,0.5301208560646672,0.45726035266215437,Baixo
D,26.724907790601467,40.03912526883532,Arenoso,Moderada,Sem chuva,0.37113150475034234,0.0,Baixo
A,25.982660589999693,58.10056474791505,Argiloso,Forte,Chovendo,0.40632542446764813,4.122384484093033,Médio
B,22.032230050024385,46.42530383817756,Argiloso,Moderada,Sem chuva,0.4160475150072504,0.0,Baixo
B,30.0714339638681,60.492390387109886,Rochoso,Leve,Sem chuva,0.5695111176956869,1.7928331363015289,Baixo
A,30.60244332093468,58.5245465967285,Argiloso,Forte,Sem chuva,0.2975792501918555,1.1404959963681467,Baixo
A,32.908018408856364,72.76316967733065,Argiloso,Moderada,Chovendo,0.441517205417831,6.890719427490525,Alto
A,32.90604742920727,45.38604153411103,Arenoso,Leve,Chovendo,0.44511199063155843,3.369085657008261,Médio
C,18.9530256219151,69.8749388653538,Rochoso,Leve,Sem chuva,0.5960016089450237,2.3878214447475123,Baixo
C,29.683979236182207,54.899721835928055,Arenoso,Forte,Sem chuva,0.48728634644721514,1.7042806985129664,Baixo
D,29.29848817641412,48.328252184635765,Arenoso,Moderada,Chovendo,0.6221318574836104,3.9408915911438367,Médio
D,31.83424661214404,71.07100601491592,Argiloso,Forte,Chovendo,0.49351801649941207,7.03093671403209,Alto
B,26.300366323878578,78.72337549381793,Argiloso,Forte,Sem chuva,0.26217172997173716,4.742013811550192,Médio
B,22.148245452267105,76.12085418649997,Argiloso,Leve,Chovendo,0.7072955609268323,6.173145946819258,Alto
C,27.604313487133112,77.12004488016478,Arenoso,Forte,Sem chuva,0.4892864813309912,5.212523630146443,Médio
C,27.321143586538344,72.7044049318456,Arenoso,Moderada,Chovendo,0.6623454527854535,6.534451408213726,Alto
D,37.27780157662239,65.71292145528066,Argiloso,Moderada,Chovendo,0.6671291355781942,5.758191680114874,Alto
D,30.612770461084885,76.23687307347994,Argiloso,Leve,Chovendo,1.075724643419413,6.404461170975475,Alto
C,30.21566387053904,46.82147399693764,Rochoso,Leve,Sem chuva,0.2899527639683134,0.0,Baixo
D,29.29330665016199,41.2987798559356,Rochoso,Moderada,Sem chuva,0.44166862766907466,0.0,Baixo
C,37.34233717920778,65.38948882468381,Arenoso,Moderada,Chovendo,0.4965439686958985,6.883698690861263,Alto
B,25.364435099407274,58.55581293237588,Rochoso,Moderada,Sem chuva,0.3683301906880986,1.7806034063496694,Baixo
B,33.17683084340784,65.31286932576813,Argiloso,Forte,Sem chuva,0.44777478541225474,2.3498283450727504,Baixo
D,31.91041472391099,58.57192682371788,Rochoso,Forte,Sem chuva,0.22732047929777818,1.7828036432812542,Baixo
D,30.6388440824452,52.17933950049026,Argiloso,Moderada,Sem chuva,0.46907575320503603,0.9145349459066379,Baixo
A,33.48061550392276,41.68559561829479,Argiloso,Moderada,Sem chuva,0.7561601675014613,0.0,Baixo
B,26.529579651303596,77.99863832780642,Arenoso,Forte,Sem chuva,0.5594094868880448,4.613235009852292,Médio
C,28.87948363721866,51.84626456700293,Argiloso,Forte,Sem chuva,0.22551411653075984,0.4100551080967726,Baixo
D,27.72728054992276,49.90582839186276,Argiloso,Leve,Sem chuva,0.590409555168439,1.1352498122798318,Baixo
B,21.005778489707488,40.637578522679675,Rochoso,Forte,Sem chuva,0.8548466909452995,0.0,Baixo
B,34.73824011981699,56.75942762318641,Arenoso,Forte,Sem chuva,0.7056163592632843,3.24558320300288,Baixo
B,22.210100286171958,43.6387790864416,Arenoso,Leve,Sem chuva,0.6452028873965255,0.45723135785204533,Baixo
C,24.832908091355396,66.37844376011263,Arenoso,Leve,Sem chuva,0.7845471042627251,3.379136126438078,Médio
A,27.191515208761974,61.97982668252322,Arenoso,Forte,Chovendo,0.4747759492136717,6.674476512746809,Alto
C,27.38962538058136,63.80442610371772,Arenoso,Moderada,Sem chuva,0.3512987191474463,2.6854751959873484,Baixo
D,31.31977418685745,78.00497722603824,Rochoso,Forte,Chovendo,0.33739302924012254,7.093841986893337,Alto
A,24.85822740448096,49.99735716304065,Argiloso,Leve,Sem chuva,0.1798373413741598,0.7124538127431778,Baixo
D,32.66578216071655,64.44657030558218,Rochoso,Forte,Sem chuva,0.15779980590848885,1.8089224159885677,Baixo
B,29.210036916397875,40.30108038739194,Rochoso,Moderada,Chovendo,0.31989591188863103,1.572111449186011,Baixo
C,33.52241816874947,57.06715615124785,Argiloso,Leve,Chovendo,0.6990064612383644,5.391947591605658,Médio
A,23.160526217302287,40.43090778718024,Argiloso,Leve,Chovendo,0.6012766118841187,2.311273182197491,Baixo
B,28.65716167808865,51.67664062325571,Argiloso,Leve,Sem chuva,0.5857483063202115,0.4042135179803933,Baixo
B,25.298396597623512,66.99851136998268,Argiloso,Moderada,Sem chuva,0.28570953009631617,2.2282988651185742,Baixo
C,31.653125941889208,79.90417951398192,Arenoso,Moderada,Sem chuva,0.34328583085309267,4.552629986033099,Médio
C,24.647109783278687,62.33147753416936,Arenoso,Forte,Chovendo,0.8592698793343186,6.993365274624946,Alto
B,28.069796409891477,57.51195395605704,Argiloso,Moderada,Sem chuva,0.47029730261372726,1.117462318113256,Baixo
C,32.514534091891015,74.43222849622819,Argiloso,Leve,Sem chuva,0.32504074140583034,2.969245900428082,Baixo
B,25.031908837411056,74.29644142694045,Argiloso,Moderada,Chovendo,0.7383038926625685,7.6028441720562085,Alto
D,32.64435739298439,78.77377424645994,Argiloso,Leve,Chovendo,0.2622016199960577,6.709001917984548,Alto
A,20.57803771058018,40.701673694324974,Argiloso,Leve,Sem chuva,0.40339049807416716,0.0,Baixo
B,29.602371367865235,76.98382725238926,Arenoso,Forte,Sem chuva,0.8587680693486727,5.376407041903009,Médio
D,29.653720280164737,75.1412982839235,Argiloso,Leve,Chovendo,0.4845483204952284,6.261961134962902,Alto
D,25.54435301987327,50.69578845326049,Arenoso,Forte,Sem chuva,0.20566607263158548,1.5881140334969692,Baixo
D,33.71694037826656,68.42906439190591,Arenoso,Moderada,Sem chuva,1.4594188018758543,4.924009126103845,Médio
B,25.21496803182196,74.37580866265,Rochoso,Leve,Sem chuva,0.6986707216268877,3.291140249503857,Baixo
C,28.872348657385736,64.97597304788115,Arenoso,Moderada,Sem chuva,0.49065410158267625,2.847355805496706,Baixo
A,25.840204816550816,69.18751180432488,Arenoso,Leve,Sem chuva,0.9791798062164423,3.407266686587039,Médio
B,16.635514603731018,43.21224166908988,Arenoso,Moderada,Sem chuva,0.7214902102569082,0.0,Baixo
D,28.40541416339346,59.955444782137306,Arenoso,Moderada,Sem chuva,0.8677760912610201,3.1299911156171265,Baixo
A,22.069995221794763,71.41301454755833,Rochoso,Moderada,Sem chuva,0.7300732661375615,3.9246985690337945,Médio
A,27.341539686677702,69.89718052994746,Rochoso,Moderada,Chovendo,0.5105072452626576,5.637236547468323,Alto
D,34.013387933174556,50.75221153706025,Argiloso,Moderada,Sem chuva,0.7645876540153936,1.8652510997708136,Baixo
C,26.392240696800314,47.08848756845332,Argiloso,Forte,Sem chuva,0.6635401361002523,0.8658390138132505,Baixo
C,26.848947151737026,44.29623813760103,Arenoso,Moderada,Sem chuva,0.5743287029505251,0.0,Baixo
D,26.42524108052716,59.65947448424962,Rochoso,Moderada,Chovendo,0.10936931970560021,3.9338662835062226,Médio
C,22.01335976746578,60.3512853132643,Arenoso,Moderada,Sem chuva,0.890354196222437,2.3729373875572173,Baixo
B,27.567191958969115,49.64498679245821,Argiloso,Forte,Chovendo,0.1677489416143113,3.056014070507472,Baixo
B,25.005902472772625,74.17880347653539,Argiloso,Moderada,Sem chuva,0.08746409953930098,3.236164627868045,Baixo
A,34.38302986626766,79.87520396358187,Argiloso,Forte,Sem chuva,1.1799397000922105,5.881316577195725,Alto
C,25.93296681034858,40.617015618230525,Argiloso,Moderada,Sem chuva,0.5169833890526286,0.9414581898299481,Baixo
C,25.103384181083406,77.27132114496675,Arenoso,Forte,Sem chuva,0.31866984903019463,5.068272652318588,Médio
C,29.631138806580836,62.27632808492459,Argiloso,Moderada,Chovendo,0.7217363401423983,5.824114929694882,Alto
C,27.845367186347826,57.22929456987956,Argiloso,Moderada,Chovendo,0.36360321167515636,3.929770192943016,Médio
A,20.63851642257653,48.820478945649896,Arenoso,Forte,Sem chuva,0.7659274766812852,1.0250211558888234,Baixo
D,27.54344425087963,74.80459548382073,Arenoso,Moderada,Sem chuva,0.338997606061142,3.5216359355872346,Médio
B,25.973266785462766,75.59364431413965,Argiloso,Forte,Sem chuva,0.6673527904310119,4.384202046413388,Médio
A,21.905062030343124,68.65185504591798,Argiloso,Moderada,Chovendo,0.38436176214255274,5.42320665905487,Médio
B,31.56237750029459,79.71241607395245,Rochoso,Leve,Chovendo,0.7887181411062948,6.47065571072991,Alto
B,22.447695277235084,60.78563605261816,Argiloso,Moderada,Sem chuva,0.5891374495072259,2.392553811500405,Baixo
D,31.92720403278082,69.49798228995672,Rochoso,Moderada,Chovendo,0.3529177364911285,5.469573765238587,Médio
B,26.054288364866647,57.17887647550597,Rochoso,Moderada,Chovendo,0.20305146430228332,3.0776972805899843,Baixo
C,31.578729797005504,70.566073349092,Arenoso,Forte,Chovendo,1.035399838824061,9.234181517575957,Alto
A,21.764043023592443,72.54570713474365,Argiloso,Forte,Sem chuva,0.8351517190038201,4.869906046199699,Médio
D,27.621008225743914,52.987484586204175,Arenoso,Forte,Chovendo,0.36977271484169133,5.27015105547818,Médio
D,34.808756865428464,70.94154722451805,Rochoso,Forte,Chovendo,1.2059904100551804,7.505956242792952,Alto
D,25.263381008934807,46.447887230734615,Argiloso,Forte,Chovendo,0.4168637377215404,3.9223687809897583,Médio
C,28.28668232441066,68.01566097314385,Argiloso,Forte,Sem chuva,0.6538078513686362,3.7338561050041097,Médio
D,22.245177500930012,71.88029750613248,Rochoso,Forte,Sem chuva,0.8202071795262927,3.6957016913110534,Médio
A,24.634711681472027,71.85584229551031,Rochoso,Leve,Chovendo,0.6199914953703284,4.653019347866312,Médio
C,37.12024702871347,74.76757959870588,Rochoso,Forte,Chovendo,0.5815744268546914,6.857586427349724,Alto
A,35.28952002392358,55.29535531895931,Argiloso,Forte,Chovendo,0.765016996379241,6.300622136762671,Alto
B,25.66963417771837,73.0383603150826,Arenoso,Forte,Sem chuva,0.2151277817310411,3.9895185602272663,Médio
D,26.234480658298025,50.03638264518364,Arenoso,Moderada,Chovendo,0.4687617793003894,4.763120782044176,Médio
D,30.00890516168661,70.82542470821716,Argiloso,Forte,Sem chuva,0.4915807666541791,3.736310231641768,Médio
B,31.735238689772494,45.48895987983207,Arenoso,Leve,Sem chuva,0.6568898267805293,0.6864259159376287,Baixo
D,30.642742927719056,65.98466947614041,Arenoso,Leve,Sem chuva,0.2739164079526921,2.366000817674858,Baixo
B,27.845784042064732,72.66678242210266,Argiloso,Moderada,Chovendo,0.6007200935994098,6.725846981621724,Alto
C,27.764786523261247,45.94987989403916,Argiloso,Leve,Chovendo,0.8924909724926965,3.268477059702728,Baixo
C,31.15049813394579,68.61659049833371,Rochoso,Moderada,Chovendo,0.6191193765195695,5.206430397959134,Médio
B,26.982802443260557,62.09044142614182,Argiloso,Moderada,Sem chuva,0.7897431691419416,2.633085236867962,Baixo
B,32.3511280463925,40.36651363609825,Argiloso,Forte,Sem chuva,0.5431921926678951,0.0,Baixo
D,29.22048643350711,58.05743771364354,Argiloso,Leve,Chovendo,0.6535008655444026,3.7126900082990093,Médio
A,24.914993049334882,63.331563890176795,Rochoso,Leve,Sem chuva,0.19087198110170372,1.2855796507809347,Baixo
A,31.512099366884286,51.19769198770922,Rochoso,Forte,Sem chuva,0.5500730142258495,0.9638238595864659,Baixo
C,30.454897521674873,55.099778939987374,Rochoso,Leve,Sem chuva,1.0760070209095598,1.7787617511869152,Baixo
C,26.23115823979451,45.4434943380173,Argiloso,Moderada,Chovendo,0.19952751291756546,3.3062212810000027,Baixo
D,26.43844126102402,54.61016901859136,Argiloso,Forte,Chovendo,0.43215027339471435,4.703801755807432,Médio
B,29.152015270364494,77.55472235637933,Argiloso,Moderada,Sem chuva,0.8786475845000709,4.577335333109718,Médio
B,33.654923503619884,41.725125581723304,Argiloso,Forte,Chovendo,0.8825493065349349,4.423332861743374,Médio
A,29.748905115375923,72.86439978402831,Rochoso,Moderada,Sem chuva,0.35385492630196336,2.714593234451826,Baixo
A,28.15043895611034,75.40961500573968,Argiloso,Leve,Chovendo,0.7009535244839281,6.5749730407500975,Alto
A,26.690444270892637,66.13115962133506,Argiloso,Forte,Sem chuva,0.4035406692861441,3.6278585561678125,Médio
C,25.897776857995986,68.81310328298875,Argiloso,Moderada,Chovendo,0.3085287820117827,6.6522822542503866,Alto
C,25.387636620792524,54.607278177025535,Rochoso,Moderada,Chovendo,0.7405277713346257,4.467951897863056,Médio
B,29.40628023132146,68.57876598582942,Rochoso,Leve,Sem chuva,0.5991151896439113,2.888786925656199,Baixo
A,27.0360536153303,69.32599430871147,Argiloso,Forte,Sem chuva,0.2566219513315209,3.0103922592126886,Baixo
A,18.160240815317444,67.99884973987426,Arenoso,Leve,Sem chuva,0.6153429378592439,2.4806528069200966,Baixo
A,28.73317979354969,56.028140629175525,Argiloso,Leve,Sem chuva,0.5926580262360932,1.2620455360730802,Baixo
C,24.878042583905742,54.69565950446078,Rochoso,Moderada,Chovendo,0.43388624631577644,3.721625919761822,Médio
C,28.824096259692094,73.19843094699743,Arenoso,Leve,Sem chuva,0.4163179081752988,3.8216574640835046,Médio
B,25.37782655746786,45.34476549378735,Argiloso,Forte,Sem chuva,0.3123544856424432,0.1037771441751896,Baixo
D,27.935708656623145,54.88439972733221,Argiloso,Forte,Sem chuva,0.5662201422060937,2.0600267540767714,Baixo
A,33.23194280310745,76.2354281255502,Rochoso,Moderada,Chovendo,0.6018025593678995,6.281567082121001,Alto
A,28.998774127072398,43.73125027225015,Arenoso,Leve,Chovendo,0.2232688206034789,3.0754992289702168,Baixo
A,19.60596474911372,57.34589744185011,Rochoso,Leve,Sem chuva,0.42861998908596705,1.3275014813515316,Baixo
A,33.07779193048578,41.69621285241782,Argiloso,Moderada,Chovendo,0.5217433201364173,3.1074875532525423,Baixo
B,29.726927429911917,49.50467813035494,Arenoso,Moderada,Chovendo,0.941736553971098,5.7516589553470965,Alto
C,27.454357622943977,56.2476903793155,Argiloso,Leve,Sem chuva,0.2574973203996716,1.4282387163363914,Baixo
D,34.45154290458471,79.66611044281696,Rochoso,Leve,Sem chuva,0.4188486855390921,3.357300586951114,Médio
A,26.87406755500288,65.73071608390822,Argiloso,Moderada,Sem chuva,0.6074622814893249,3.2064548254501046,Baixo
D,23.98499305726157,60.62842424474635,Arenoso,Moderada,Sem chuva,0.459800878178432,3.3500032277429828,Médio
A,23.02893251386295,67.17714234785582,Rochoso,Leve,Chovendo,0.5769752377493034,4.509452867855711,Médio
C,33.23029843218528,55.63238928211719,Arenoso,Moderada,Sem chuva,0.5259341463122298,1.4053410283022765,Baixo
D,26.710998974055055,60.711474380648575,Argiloso,Moderada,Chovendo,0.6173935075095406,5.850350294999822,Alto
D,26.346140674648034,62.96185801999247,Argiloso,Forte,Sem chuva,0.5466148963770061,3.036739483955973,Baixo
C,28.204840847927844,53.73718426219503,Argiloso,Moderada,Sem chuva,0.5128202551517899,1.3571214263416607,Baixo
B,24.07950223158232,56.83823707365212,Rochoso,Moderada,Sem chuva,0.8812278727048961,0.985937419568103,Baixo
D,22.396220871573767,69.89437458585074,Arenoso,Leve,Sem chuva,0.43612419870879127,3.0973000767999848,Baixo
D,21.2452347955944,70.87948309368676,Argiloso,Moderada,Sem chuva,0.7275063021780711,3.4323851577329494,Médio
C,34.26919026712257,74.1223899058447,Arenoso,Leve,Sem chuva,0.3366403384090173,3.4095155152618615,Médio
A,23.738313585524576,78.0011663311446,Argiloso,Leve,Sem chuva,0.5191483128853686,4.50985884989853,Médio
A,22.544371479004614,41.99970469142569,Argiloso,Leve,Sem chuva,0.7198031943796855,0.0,Baixo
C,30.276785994503083,67.4335989942297,Argiloso,Forte,Sem chuva,0.3602246819343241,3.8707055840964473,Médio
B,23.022638521333914,73.5448575582659,Rochoso,Moderada,Sem chuva,0.7482484783447644,4.079659820061731,Médio
C,26.301503752673945,73.55216095235753,Rochoso,Leve,Sem chuva,0.7237376193424748,2.753832129113219,Baixo
A,29.51756674274027,75.53213392173222,Argiloso,Forte,Sem chuva,0.19330200580662538,4.168499175587444,Médio
A,23.520682505627324,48.530462290489496,Argiloso,Moderada,Sem chuva,0.5928978701669203,0.7383402927518417,Baixo
C,27.548793292998862,74.75028075688671,Argiloso,Leve,Chovendo,0.17489976260505002,5.630263538973582,Alto
D,27.023418004018847,52.91168942385764,Rochoso,Moderada,Sem chuva,0.3194730371269991,0.5050768465834539,Baixo
C,33.20530399473835,43.77354030492239,Arenoso,Leve,Sem chuva,0.21755439621962064,0.04223503805867462,Baixo
D,25.028417863147634,40.0886655535377,Argiloso,Leve,Sem chuva,0.6600234257952399,0.0,Baixo
D,29.234540541201138,49.16758163898862,Argiloso,Moderada,Sem chuva,0.664990238708361,1.2681347001840892,Baixo
A,29.9079074652199,68.96717193690516,Argiloso,Leve,Chovendo,0.5150861235185739,5.0497795412934625,Médio
D,33.48769691673899,54.37276674298454,Rochoso,Leve,Sem chuva,0.5976263285795674,1.9815029858279078,Baixo
A,29.421962570882222,76.75603218382807,Rochoso,Leve,Chovendo,0.7787947895091532,6.46456771148453,Alto
D,23.229210353984026,63.32292650558145,Argiloso,Leve,Chovendo,0.4946304274959698,4.552456506769712,Médio
C,28.379813673024227,71.76356028396748,Argiloso,Moderada,Chovendo,0.6349050966130866,6.88919833985919,Alto
A,25.31296256362564,51.36456404922252,Arenoso,Moderada,Sem chuva,0.5606086599355018,0.8355624238784511,Baixo
D,23.639265860217858,69.06341560540534,Argiloso,Moderada,Sem chuva,0.3317669178876038,3.080023237320288,Baixo
C,28.475987067594744,66.2739931459952,Rochoso,Forte,Sem chuva,0.9437063305295439,3.6770408474492546,Médio
C,28.2296937025854,60.83741782638284,Arenoso,Forte,Sem chuva,0.7851332407432434,2.64665563451749,Baixo
A,26.890157725899705,78.12181636762304,Rochoso,Leve,Chovendo,0.25586231284724725,6.041326347051784,Alto
D,24.210277481701624,79.78903673197888,Rochoso,Forte,Chovendo,0.5503270530252603,6.964953734013607,Alto
C,29.805103641399533,46.94213984331966,Argiloso,Forte,Sem chuva,0.29150593232193345,0.0,Baixo
C,24.88295163616392,44.89049809581073,Rochoso,Forte,Sem chuva,0.4830933405935482,0.23947447713017467,Baixo
A,25.536907591984658,64.80176306922232,Rochoso,Moderada,Sem chuva,0.6730330657365442,2.024485276209751,Baixo
D,29.51306076448291,60.32477205930918,Arenoso,Moderada,Chovendo,0.903679989266354,6.514969621005647,Alto
B,30.23423944044474,54.328700780296984,Argiloso,Forte,Chovendo,0.7565158940979396,5.305528603403582,Médio
B,30.318488520892082,61.370269984083876,Rochoso,Moderada,Sem chuva,0.19848914342490412,1.222406605942998,Baixo
B,30.036119824730953,58.27829814436518,Argiloso,Forte,Sem chuva,0.379844540417555,1.5210755103490596,Baixo
D,33.75945625345205,42.01849806165515,Argiloso,Leve,Sem chuva,0.5289069889213491,0.3085828524210279,Baixo
B,23.629221840133333,70.55577860962208,Argiloso,Leve,Chovendo,0.678844298001069,6.890293555415271,Alto
C,24.556045512803692,75.2869816234797,Argiloso,Moderada,Sem chuva,0.897972405327469,4.50498490837649,Médio
C,31.743071082367777,42.88470802745947,Arenoso,Forte,Sem chuva,0.4353189633118328,0.7716371727625164,Baixo
B,24.29500015058711,47.91278802567855,Arenoso,Forte,Chovendo,0.8866429706756198,5.057489855502424,Médio
B,29.298790449229486,50.509267461788426,Rochoso,Leve,Sem chuva,0.6089164580061291,0.7061555431763279,Baixo
B,21.567027451474626,48.00520512030201,Arenoso,Leve,Sem chuva,0.5046208164660814,0.3464524032560074,Baixo
